"Source","Source_MappedName","Location","Location_MappedName","Crop Year ","Commodity","Commodity_MappedName","Irrigation type","Rotation","Tilled","Soil type ","Item","Item_MappedName","Value","Unit","Unit_MappedName","Unit multiplier","Currency","Currency_MappedName"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"EX_WORK_FARMGATE","Ex work farmegate",0.199000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"SEED","Seed",35.910000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"HERBICIDE","Herbicide",37.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"INSECTICIDE","Insecticide",5.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FERTS","Fertilizers",64.110000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"CROP_INSURR","Crop Insurance",9.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"ENERGY","Energy",17.810000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"REPAIR","Repairs",24.230000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"DRY","Drying",7.400000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"OTHER_VAR_COST","Other Variable Cost",12.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FINANCE_INTEREST","Financial Interest",7.970000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"GENERAL_FOH","General Farm Overheads",11.160000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",31.050000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"MACHINERY","Machinery Cost",16.460000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SFS","Sunflower Seed",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"YIELD","Yield",1580.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"EX_WORK_FARMGATE","Ex work farmegate",0.270000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"SEED","Seed",86.630000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"HERBICIDE","Herbicide",54.700000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"FUNGICIDE","Fungicide",20.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"FERTS","Fertilizers",47.630000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"CROP_INSURR","Crop Insurance",13.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"ENERGY","Energy",18.230000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"REPAIR","Repairs",26.450000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"OTHER_VAR_COST","Other Variable Cost",15.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"FINANCE_INTEREST","Financial Interest",10.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"GENERAL_FOH","General Farm Overheads",10.940000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",33.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"MACHINERY","Machinery Cost",16.790000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DB","Dry Beans",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"YIELD","Yield",31.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"EX_WORK_FARMGATE","Ex work farmegate",9.350000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"SEED","Seed",65.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"HERBICIDE","Herbicide",27.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"FERTS","Fertilizers",11.160000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"CROP_INSURR","Crop Insurance",4.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"ENERGY","Energy",12.870000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"REPAIR","Repairs",20.260000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"OTHER_VAR_COST","Other Variable Cost",5.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"FINANCE_INTEREST","Financial Interest",5.530000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"GENERAL_FOH","General Farm Overheads",9.470000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",25.250000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"MACHINERY","Machinery Cost",12.290000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","SBS","Soybean",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"YIELD","Yield",107.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"EX_WORK_FARMGATE","Ex work farmegate",4.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"SEED","Seed",87.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"HERBICIDE","Herbicide",31.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"FERTS","Fertilizers",101.130000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"CROP_INSURR","Crop Insurance",9.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"ENERGY","Energy",23.820000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"REPAIR","Repairs",30.330000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"DRY","Drying",21.400000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"OTHER_VAR_COST","Other Variable Cost",2.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"FINANCE_INTEREST","Financial Interest",11.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"GENERAL_FOH","General Farm Overheads",13.570000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",45.490000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"MACHINERY","Machinery Cost",22.280000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","CRN","Corn",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"YIELD","Yield",75.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"EX_WORK_FARMGATE","Ex work farmegate",4.960000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"SEED","Seed",17.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"HERBICIDE","Herbicide",27.900000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"FUNGICIDE","Fungicide",18.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"FERTS","Fertilizers",83.790000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"CROP_INSURR","Crop Insurance",5.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"ENERGY","Energy",17.940000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"REPAIR","Repairs",24.860000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"OTHER_VAR_COST","Other Variable Cost",2.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"FINANCE_INTEREST","Financial Interest",7.410000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"GENERAL_FOH","General Farm Overheads",10.960000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",29.830000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"MACHINERY","Machinery Cost",15.330000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","BLY","Barley",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"YIELD","Yield",50.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"EX_WORK_FARMGATE","Ex work farmegate",7.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"SEED","Seed",32.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"HERBICIDE","Herbicide",29.300000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"FUNGICIDE","Fungicide",18.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"FERTS","Fertilizers",90.130000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"CROP_INSURR","Crop Insurance",8.100000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"ENERGY","Energy",16.580000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"REPAIR","Repairs",24.240000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"OTHER_VAR_COST","Other Variable Cost",2.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"FINANCE_INTEREST","Financial Interest",8.280000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"GENERAL_FOH","General Farm Overheads",10.490000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",28.270000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"MACHINERY","Machinery Cost",14.710000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","DWHT","Durum Wheat",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"YIELD","Yield",51.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"EX_WORK_FARMGATE","Ex work farmegate",6.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"SEED","Seed",23.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"HERBICIDE","Herbicide",29.300000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"FUNGICIDE","Fungicide",10.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"FERTS","Fertilizers",92.210000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"CROP_INSURR","Crop Insurance",6.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"ENERGY","Energy",16.640000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"REPAIR","Repairs",24.280000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"OTHER_VAR_COST","Other Variable Cost",2.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"FINANCE_INTEREST","Financial Interest",7.700000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"GENERAL_FOH","General Farm Overheads",10.510000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",28.340000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"MACHINERY","Machinery Cost",14.740000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_C_ND","North Central ND","2025/2026","HRS","Hard Red Spring",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",56.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"YIELD","Yield",69.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"EX_WORK_FARMGATE","Ex work farmegate",5.630000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"SEED","Seed",15.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"HERBICIDE","Herbicide",26.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"FUNGICIDE","Fungicide",10.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"FERTS","Fertilizers",121.260000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"CROP_INSURR","Crop Insurance",6.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"ENERGY","Energy",18.890000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"REPAIR","Repairs",24.430000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"OTHER_VAR_COST","Other Variable Cost",10.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"FINANCE_INTEREST","Financial Interest",8.770000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"GENERAL_FOH","General Farm Overheads",10.740000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",29.680000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"MACHINERY","Machinery Cost",14.870000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","WSWHT","Winter Wheat",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",97.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"YIELD","Yield",850.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"EX_WORK_FARMGATE","Ex work farmegate",0.300000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"SEED","Seed",11.760000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"HERBICIDE","Herbicide",12.900000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"INSECTICIDE","Insecticide",6.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"FERTS","Fertilizers",31.840000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"CROP_INSURR","Crop Insurance",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"ENERGY","Energy",16.050000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"REPAIR","Repairs",22.790000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","NO_VA_ND","North Valley ND","2025/2026","MUSTARD","Green Mustard",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
